date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:27:05	600/600	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:50%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/css/widget-heading.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:06	106/106	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:52%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:06	254/254	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:50%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/css/widget-image.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:07	547/547	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/css/widget-lottie.min.css?ver=3.30.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/css/widget-lottie.min862f.css	(from https://wed-webs.com/arnantopepita/)
00:27:07	139/139	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:52%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:09	130/130	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:52%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:09	4298/4298	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:50%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/css/widget-divider.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:10	137/137	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:52%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:10	30336/30336	---MCZ	200	added ('OK')	text/css	date:Fri,%2030%20May%202025%2006:55:04%20GMT	https://wed-webs.com/wp-content/plugins/fluentform/assets/css/fluent-forms-public.css?ver=6.0.4	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/fluentform/assets/css/fluent-forms-publicdc24.css	(from https://wed-webs.com/arnantopepita/)
00:27:11	3595/3595	---MCZ	200	added ('OK')	text/css	date:Fri,%2030%20May%202025%2006:55:04%20GMT	https://wed-webs.com/wp-content/plugins/fluentform/assets/css/fluentform-public-default.css?ver=6.0.4	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/fluentform/assets/css/fluentform-public-defaultdc24.css	(from https://wed-webs.com/arnantopepita/)
00:27:11	16983/16983	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css?ver=3.30.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/css/widget-posts.min862f.css	(from https://wed-webs.com/arnantopepita/)
00:27:12	16471/16471	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:53%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://wed-webs.com/arnantopepita/)
00:27:12	5486/5486	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:50%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:14	5946/5946	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/css/widget-gallery.min.css?ver=3.30.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/css/widget-gallery.min862f.css	(from https://wed-webs.com/arnantopepita/)
00:27:14	3303/3303	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:52%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?ver=1.2.0	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min7359.css	(from https://wed-webs.com/arnantopepita/)
00:27:15	7256/7256	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min.css?ver=3.30.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min862f.css	(from https://wed-webs.com/arnantopepita/)
00:27:15	1281/1281	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/css/widget-countdown.min.css?ver=3.30.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/css/widget-countdown.min862f.css	(from https://wed-webs.com/arnantopepita/)
00:27:16	5150/5150	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:50%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:16	7025/7025	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2004:47:00%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/custom-apple-webkit.min.css?ver=1753505220	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/css/custom-apple-webkit.min1c98.css	(from https://wed-webs.com/arnantopepita/)
00:27:17	463/463	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:52%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:17	10054/10054	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2004:47:00%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/custom-widget-icon-box.min.css?ver=1753505220	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/css/custom-widget-icon-box.min1c98.css	(from https://wed-webs.com/arnantopepita/)
00:27:19	162/162	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min.css?ver=3.30.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min862f.css	(from https://wed-webs.com/arnantopepita/)
00:27:19	126945/126945	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2009:36:57%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/post-173098.css?ver=1753522617	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/css/post-173098b7bb.css	(from https://wed-webs.com/arnantopepita/)
00:27:20	3933/3933	---MCZ	200	added ('OK')	text/css	date:Fri,%2030%20May%202025%2006:55:04%20GMT	https://wed-webs.com/wp-content/plugins/fluentform/assets/css/fluent-forms-elementor-widget.css?ver=6.0.4	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/fluentform/assets/css/fluent-forms-elementor-widgetdc24.css	(from https://wed-webs.com/arnantopepita/)
00:27:20	15792/15792	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Mar%202025%2006:17:08%20GMT	https://wed-webs.com/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1742883428	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/google-fonts/css/poppins60e2.css	(from https://wed-webs.com/arnantopepita/)
00:27:20	8564/8564	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Mar%202025%2006:17:08%20GMT	https://wed-webs.com/wp-content/uploads/elementor/google-fonts/css/lato.css?ver=1742883428	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/google-fonts/css/lato60e2.css	(from https://wed-webs.com/arnantopepita/)
00:27:21	35442/35442	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Mar%202025%2006:17:11%20GMT	https://wed-webs.com/wp-content/uploads/elementor/google-fonts/css/montserrat.css?ver=1742883431	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/google-fonts/css/montserrat43c4.css	(from https://wed-webs.com/arnantopepita/)
00:27:21	12005/12005	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Mar%202025%2006:17:11%20GMT	https://wed-webs.com/wp-content/uploads/elementor/google-fonts/css/karla.css?ver=1742883431	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/google-fonts/css/karla43c4.css	(from https://wed-webs.com/arnantopepita/)
00:27:22	103194/103194	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Mar%202025%2006:17:15%20GMT	https://wed-webs.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742883435	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/google-fonts/css/roboto7fa6.css	(from https://wed-webs.com/arnantopepita/)
00:27:22	1479/1479	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Mar%202025%2006:17:15%20GMT	https://wed-webs.com/wp-content/uploads/elementor/google-fonts/css/forum.css?ver=1742883435	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/google-fonts/css/forum7fa6.css	(from https://wed-webs.com/arnantopepita/)
00:27:23	87553/87553	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2010:14:24%20GMT	https://wed-webs.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://wed-webs.com/arnantopepita/)
00:27:23	13577/13577	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2008%20Jun%202023%2022:49:24%20GMT	https://wed-webs.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://wed-webs.com/arnantopepita/)
00:27:24	15073/15073	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2023%20Jul%202025%2003:30:53%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min55cb.js	(from https://wed-webs.com/arnantopepita/)
00:27:24	1098/1098	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2003:42:28%20GMT	https://wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Gold-32x32.png	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Gold-32x32.png	(from https://wed-webs.com/arnantopepita/)
00:27:24	9509/9509	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2003:42:28%20GMT	https://wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Gold-192x192.png	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Gold-192x192.png	(from https://wed-webs.com/arnantopepita/)
00:27:25	8757/8757	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Mar%202022%2003:42:28%20GMT	https://wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Gold-180x180.png	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Gold-180x180.png	(from https://wed-webs.com/arnantopepita/)
00:27:26	184789/184789	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Apr%202022%2022:41:11%20GMT	https://wed-webs.com/wp-content/uploads/2022/04/Vintage-Flower-2a.png	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2022/04/Vintage-Flower-2a.png	(from https://wed-webs.com/arnantopepita/)
00:27:26	325351/325351	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20May%202023%2007:22:27%20GMT	https://wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-2.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-2.jpg	(from https://wed-webs.com/arnantopepita/)
00:27:26	101289/101289	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202023%2007:00:30%20GMT	https://wed-webs.com/wp-content/uploads/2023/04/VIN002-AP.png	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/04/VIN002-AP.png	(from https://wed-webs.com/arnantopepita/)
00:27:28	70208/70208	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Apr%202022%2022:43:51%20GMT	https://wed-webs.com/wp-content/uploads/2022/04/Vintage-Flower-2b.png	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2022/04/Vintage-Flower-2b.png	(from https://wed-webs.com/arnantopepita/)
00:27:28	248494/248494	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20May%202023%2007:22:34%20GMT	https://wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-4.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-4.jpg	(from https://wed-webs.com/arnantopepita/)
00:27:28	244713/244713	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20May%202023%2007:22:23%20GMT	https://wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-1.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-1.jpg	(from https://wed-webs.com/arnantopepita/)
00:27:29	184152/184152	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20May%202023%2007:22:48%20GMT	https://wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-6.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-6.jpg	(from https://wed-webs.com/arnantopepita/)
00:27:30	141694/141694	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20May%202023%2007:22:43%20GMT	https://wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-5.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-5.jpg	(from https://wed-webs.com/arnantopepita/)
00:27:30	262909/262909	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20May%202023%2007:22:53%20GMT	https://wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-7.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-7.jpg	(from https://wed-webs.com/arnantopepita/)
00:27:31	1170/1170	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Aug%202019%2021:09:48%20GMT	https://wed-webs.com/UPLOAD/pause.png	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/UPLOAD/pause.png	(from https://wed-webs.com/arnantopepita/)
00:27:32	61900/61900	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2017:27:33%20GMT	https://wed-webs.com/arnantopepita/window.location.href	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/arnantopepita/window.location.href	(from https://wed-webs.com/arnantopepita/)
00:27:33	183266/183266	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20May%202023%2007:22:56%20GMT	https://wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-8.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-8.jpg	(from https://wed-webs.com/arnantopepita/)
00:27:34	11080/11080	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2004:47:35%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/post-26502.css?ver=1753505255	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/css/post-26502e11f.css	(from https://wed-webs.com/arnantopepita/)
00:27:34	343656/343656	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20May%202023%2007:22:31%20GMT	https://wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-3.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/05/Arnanto-Pepita-3.jpg	(from https://wed-webs.com/arnantopepita/)
00:27:34	155/155	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:52%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:34	995/995	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.30.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min862f.css	(from https://wed-webs.com/arnantopepita/)
00:27:34	20198/20198	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2009:36:58%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/post-181971.css?ver=1753522618	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/css/post-1819710dcc.css	(from https://wed-webs.com/arnantopepita/)
00:27:34	1833/1833	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Jul%202025%2003:30:50%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/css/widget-spacer.min55cb.css	(from https://wed-webs.com/arnantopepita/)
00:27:35	1454/1454	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2004:47:00%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/custom-widget-image-box.min.css?ver=1753505220	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/css/custom-widget-image-box.min1c98.css	(from https://wed-webs.com/arnantopepita/)
00:27:36	9794/9794	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2004:47:35%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/post-78504.css?ver=1753505255	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/css/post-78504e11f.css	(from https://wed-webs.com/arnantopepita/)
00:27:36	20454/20454	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Mar%202025%2006:21:17%20GMT	https://wed-webs.com/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1742883677	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/google-fonts/css/playfairdisplay1f9a.css	(from https://wed-webs.com/arnantopepita/)
00:27:37	1333/1333	---MCZ	200	added ('OK')	text/css	date:Tue,%2025%20Mar%202025%2006:17:49%20GMT	https://wed-webs.com/wp-content/uploads/elementor/google-fonts/css/pinyonscript.css?ver=1742883469	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/elementor/google-fonts/css/pinyonscript1cb9.css	(from https://wed-webs.com/arnantopepita/)
00:27:37	18905/18905	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2006%20Feb%202025%2010:27:26%20GMT	https://wed-webs.com/wp-includes/js/underscore.min.js?ver=1.13.7	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-includes/js/underscore.min3ab8.js	(from https://wed-webs.com/arnantopepita/)
00:27:38	5098/5098	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2025%20May%202025%2010:28:34%20GMT	https://wed-webs.com/wp-content/plugins/wedwebs-guest/assets/ww-frontend.js?ver=0.4.4	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/wedwebs-guest/assets/ww-frontend3390.js	(from https://wed-webs.com/arnantopepita/)
00:27:38	5700/5700	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2023%20Jul%202025%2003:30:52%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min55cb.js	(from https://wed-webs.com/arnantopepita/)
00:27:40	48393/48393	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2023%20Jul%202025%2003:30:51%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/js/frontend-modules.min55cb.js	(from https://wed-webs.com/arnantopepita/)
00:27:40	21464/21464	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2006%20Feb%202025%2010:27:26%20GMT	https://wed-webs.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://wed-webs.com/arnantopepita/)
00:27:41	32876/32876	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2023%20Jul%202025%2003:30:51%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.30.3	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/js/frontend.min55cb.js	(from https://wed-webs.com/arnantopepita/)
